id,date,zipcode,price,condition,median_price_zip,buying_analysis
1516000055,2014-12-10,98166,650000.0,4,390000.0,Not Buy
9558200045,2014-08-28,98148,289000.0,3,278000.0,Not Buy
5072410070,2014-10-21,98166,505000.0,5,390000.0,Not Buy
9528102996,2014-12-07,98115,549000.0,3,567000.0,Buy
1189001180,2014-06-03,98122,425000.0,3,572000.0,Buy
3253500160,2014-11-20,98144,317625.0,5,450000.0,Buy
3394100030,2014-09-09,98004,975000.0,3,1150000.0,Buy
3717000160,2014-10-09,98001,287000.0,3,260000.0,Not Buy
1274500060,2014-08-25,98042,204000.0,4,292000.0,Buy
1802000060,2014-06-12,98004,1325000.0,3,1150000.0,Not Buy
1525059190,2014-09-12,98005,1040000.0,4,765475.0,Not Buy
1049000060,2015-01-05,98034,325000.0,4,445950.0,Buy
8820901275,2014-06-10,98125,571000.0,5,425000.0,Not Buy
5416510140,2014-07-10,98038,360000.0,3,342000.0,Not Buy
3444100400,2015-03-16,98042,349000.0,5,292000.0,Not Buy
3276920270,2014-11-05,98075,832500.0,4,739999.0,Not Buy
4036801170,2014-10-13,98008,380000.0,3,545000.0,Buy
2391600320,2015-04-20,98116,480000.0,3,562750.0,Buy
6300000287,2014-06-09,98133,410000.0,4,375000.0,Not Buy
1531000030,2015-03-23,98010,720000.0,3,359999.5,Not Buy
5104520400,2014-12-02,98038,390000.0,3,342000.0,Not Buy
7437100340,2014-12-22,98038,360000.0,3,342000.0,Not Buy
9418400240,2014-10-28,98118,355000.0,3,367500.0,Buy
1523059105,2015-01-28,98059,356000.0,3,435000.0,Buy
1133000671,2014-06-02,98125,315000.0,3,425000.0,Buy
4232902595,2014-11-14,98119,940000.0,3,744975.0,Not Buy
2599001200,2014-11-03,98092,305000.0,5,309780.0,Buy
3342103156,2014-06-18,98056,461000.0,3,380000.0,Not Buy
1332700270,2014-05-19,98056,215000.0,4,380000.0,Buy
3869900162,2014-09-04,98136,335000.0,3,489950.0,Buy
2791500270,2014-05-22,98023,243500.0,3,268450.0,Buy
5036300431,2015-03-11,98199,1099880.0,4,689800.0,Not Buy
4168000060,2015-02-26,98023,153000.0,3,268450.0,Buy
6021501535,2014-07-25,98117,430000.0,3,544000.0,Buy
6021501535,2014-12-23,98117,700000.0,3,544000.0,Not Buy
1483300570,2014-09-08,98040,905000.0,3,993750.0,Buy
3422049190,2015-03-30,98032,247500.0,3,249000.0,Buy
1099611230,2014-09-12,98023,199000.0,4,268450.0,Buy
722079104,2014-07-11,98038,314000.0,5,342000.0,Buy
7338200240,2014-05-16,98045,437500.0,3,399500.0,Not Buy
1952200240,2014-06-11,98102,850830.0,5,720000.0,Not Buy
5200100125,2014-10-27,98117,555000.0,4,544000.0,Not Buy
7214720075,2014-12-12,98077,699950.0,4,652475.0,Not Buy
2450000295,2014-10-07,98004,1088000.0,3,1150000.0,Buy
6197800045,2014-09-24,98058,290000.0,3,335000.0,Buy
1328310370,2015-04-02,98058,375000.0,4,335000.0,Not Buy
546000875,2014-05-23,98117,460000.0,4,544000.0,Buy
3530510041,2014-07-23,98198,188500.0,4,265000.0,Buy
1853000400,2015-03-05,98077,680000.0,4,652475.0,Not Buy
3134100116,2014-08-27,98052,470000.0,4,615000.0,Buy
9545230140,2014-07-25,98027,597750.0,3,570500.0,Not Buy
3362400511,2015-03-04,98103,570000.0,5,550000.0,Not Buy
2525310310,2014-09-16,98038,272500.0,4,342000.0,Buy
6126500060,2014-11-24,98108,329950.0,3,342500.0,Buy
8961960160,2014-10-28,98001,480000.0,3,260000.0,Not Buy
3626039325,2014-11-21,98117,740500.0,3,544000.0,Not Buy
3362400431,2014-06-26,98103,518500.0,3,550000.0,Buy
4060000240,2014-06-23,98178,205425.0,4,278277.0,Buy
3454800060,2015-01-08,98168,171800.0,3,235000.0,Buy
1695900060,2015-05-11,98144,535000.0,4,450000.0,Not Buy
7278700070,2015-01-02,98177,660000.0,3,554000.0,Not Buy
6675500070,2014-11-19,98034,391500.0,3,445950.0,Buy
3626039187,2015-04-06,98117,395000.0,3,544000.0,Buy
3524049083,2014-11-04,98118,445000.0,5,367500.0,Not Buy
3275860240,2014-06-18,98052,770000.0,3,615000.0,Not Buy
4389200955,2015-03-02,98004,1450000.0,3,1150000.0,Not Buy
4058801670,2014-07-17,98178,445000.0,3,278277.0,Not Buy
8732020310,2014-07-17,98023,260000.0,3,268450.0,Buy
2331300505,2014-06-13,98103,822500.0,5,550000.0,Not Buy
7853210060,2015-04-06,98065,430000.0,3,500000.0,Buy
3668000070,2015-01-05,98092,212000.0,4,309780.0,Buy
9545240070,2015-04-28,98027,660500.0,3,570500.0,Not Buy
1243100136,2014-06-12,98052,784000.0,3,615000.0,Not Buy
8929000270,2014-05-12,98029,453246.0,3,575000.0,Buy
2767602356,2015-01-26,98107,675000.0,3,529950.0,Not Buy
921049315,2014-08-13,98003,199000.0,4,267475.0,Buy
3655000070,2014-08-05,98003,220000.0,3,267475.0,Buy
4027700812,2014-05-29,98028,452000.0,4,445000.0,Not Buy
3992700335,2014-07-07,98125,382500.0,3,425000.0,Buy
2767603505,2014-05-07,98107,519950.0,3,529950.0,Buy
4232901525,2014-06-27,98119,665000.0,3,744975.0,Buy
1777500060,2014-07-08,98006,527700.0,4,760184.5,Buy
1432900240,2015-05-08,98058,205000.0,4,335000.0,Buy
6140100875,2015-04-15,98133,420000.0,4,375000.0,Not Buy
6071600370,2015-02-27,98006,500000.0,4,760184.5,Buy
1526069017,2014-12-03,98077,921500.0,4,652475.0,Not Buy
809001525,2014-06-25,98109,890000.0,3,736000.0,Not Buy
3224079105,2014-08-06,98027,430000.0,3,570500.0,Buy
8075400570,2014-10-30,98032,258000.0,4,249000.0,Not Buy
1994200024,2014-11-04,98103,511000.0,3,550000.0,Buy
3362900810,2014-08-20,98103,532170.0,3,550000.0,Buy
1324300398,2015-04-09,98107,560000.0,3,529950.0,Not Buy
537000445,2015-03-31,98003,282950.0,4,267475.0,Not Buy
7855801670,2015-04-01,98006,2250000.0,3,760184.5,Not Buy
7920100045,2014-05-16,98115,350000.0,3,567000.0,Buy
8960000030,2014-07-28,98058,215000.0,4,335000.0,Buy
6388930390,2014-11-20,98056,650000.0,3,380000.0,Not Buy
8731900200,2014-08-07,98023,320000.0,3,268450.0,Not Buy
8029200135,2014-11-13,98022,247000.0,3,279500.0,Buy
1081200350,2014-10-03,98059,320000.0,4,435000.0,Buy
84000105,2014-05-07,98146,255000.0,3,305000.0,Buy
3756500060,2015-03-09,98034,438000.0,3,445950.0,Buy
7215720160,2015-03-04,98075,900000.0,3,739999.0,Not Buy
3574800520,2014-06-20,98034,441000.0,3,445950.0,Buy
2617300160,2014-08-12,98027,420000.0,4,570500.0,Buy
2558660270,2014-12-08,98034,370000.0,3,445950.0,Buy
2009000370,2015-02-19,98198,269950.0,5,265000.0,Not Buy
1836980160,2015-03-24,98006,807100.0,3,760184.5,Not Buy
3261020370,2014-06-05,98034,653000.0,4,445950.0,Not Buy
1755700060,2014-06-11,98133,371500.0,5,375000.0,Buy
4330600435,2015-03-16,98166,284000.0,3,390000.0,Buy
9542800700,2015-01-02,98023,272000.0,4,268450.0,Not Buy
1999700045,2014-05-02,98133,313000.0,3,375000.0,Buy
1762600070,2015-01-16,98033,917500.0,3,678350.0,Not Buy
1687900520,2014-09-29,98006,673000.0,4,760184.5,Buy
7234600798,2015-02-10,98122,425000.0,3,572000.0,Buy
3881900445,2014-07-09,98144,399950.0,3,450000.0,Buy
2254502445,2014-05-30,98122,385000.0,3,572000.0,Buy
5437810320,2014-11-17,98022,269950.0,4,279500.0,Buy
9158100075,2015-01-07,98177,330000.0,3,554000.0,Buy
3830630310,2014-07-25,98030,260000.0,3,282255.0,Buy
8123100045,2015-04-14,98126,470000.0,4,395750.0,Not Buy
3127200041,2014-06-13,98034,589000.0,5,445950.0,Not Buy
6661200320,2014-07-23,98038,163500.0,3,342000.0,Buy
11510310,2014-09-05,98052,835000.0,3,615000.0,Not Buy
825059270,2014-11-21,98033,1095000.0,4,678350.0,Not Buy
8731951370,2015-04-15,98023,269000.0,4,268450.0,Not Buy
1954440060,2014-05-05,98074,560000.0,3,642000.0,Buy
2264500350,2015-04-18,98103,615000.0,4,550000.0,Not Buy
1115810060,2014-12-05,98052,585188.0,3,615000.0,Buy
9477200200,2014-08-18,98034,305000.0,3,445950.0,Buy
1432600560,2014-11-05,98058,166950.0,3,335000.0,Buy
2287000060,2014-09-12,98040,799000.0,4,993750.0,Buy
3663500060,2014-06-25,98133,400000.0,4,375000.0,Not Buy
3996900125,2014-12-01,98155,230000.0,3,375000.0,Buy
7796450200,2014-05-15,98023,256883.0,3,268450.0,Buy
7549802535,2014-11-11,98108,423000.0,5,342500.0,Not Buy
3278600320,2014-07-23,98126,465000.0,3,395750.0,Not Buy
2824079053,2015-01-13,98024,440000.0,3,460000.0,Buy
1222069094,2014-10-14,98038,385000.0,4,342000.0,Not Buy
3542300060,2015-03-11,98056,210000.0,4,380000.0,Buy
2222059065,2014-11-12,98042,297000.0,3,292000.0,Not Buy
7551300060,2014-07-16,98107,470000.0,3,529950.0,Buy
100600550,2014-08-04,98023,226500.0,4,268450.0,Buy
3211100860,2015-03-03,98059,274250.0,4,435000.0,Buy
3456000310,2014-08-04,98040,840000.0,4,993750.0,Buy
9526600140,2014-09-19,98052,677900.0,3,615000.0,Not Buy
7465900060,2015-02-05,98116,425000.0,3,562750.0,Buy
1222000055,2014-11-23,98166,180250.0,3,390000.0,Buy
6300000550,2014-07-17,98133,464000.0,3,375000.0,Not Buy
2310030510,2015-04-22,98038,320000.0,3,342000.0,Buy
1025049114,2014-07-17,98105,625504.0,3,675000.0,Buy
8677300550,2014-05-15,98074,592500.0,3,642000.0,Buy
4014400292,2015-01-14,98001,465000.0,3,260000.0,Not Buy
1102000196,2014-05-27,98118,477000.0,3,367500.0,Not Buy
257000138,2015-01-15,98168,280000.0,3,235000.0,Not Buy
46100204,2015-02-21,98040,1505000.0,3,993750.0,Not Buy
1909600046,2014-07-03,98146,445838.0,3,305000.0,Not Buy
1250202145,2014-08-28,98144,1072000.0,3,450000.0,Not Buy
7611200125,2014-10-23,98177,467000.0,4,554000.0,Buy
5611500140,2014-08-22,98075,686000.0,3,739999.0,Buy
7138000260,2014-06-05,98198,279950.0,3,265000.0,Not Buy
626059335,2014-09-04,98011,527000.0,3,470000.0,Not Buy
1922059282,2014-09-18,98030,325000.0,4,282255.0,Not Buy
705700390,2014-09-03,98038,328000.0,3,342000.0,Buy
7454001200,2014-06-04,98146,390000.0,5,305000.0,Not Buy
8682281200,2015-03-09,98053,479950.0,3,635000.0,Buy
7972000200,2014-05-29,98023,264950.0,4,268450.0,Buy
722059070,2015-01-15,98031,235000.0,4,288200.0,Buy
7202340400,2015-03-03,98053,516500.0,3,635000.0,Buy
8096000060,2015-04-13,98166,655000.0,3,390000.0,Not Buy
2424000060,2014-06-16,98059,500000.0,5,435000.0,Not Buy
9264902050,2014-11-21,98023,315000.0,3,268450.0,Not Buy
943100260,2014-11-20,98024,213000.0,3,460000.0,Buy
3677400445,2014-09-02,98108,475000.0,5,342500.0,Not Buy
1762600320,2014-06-10,98033,1025000.0,3,678350.0,Not Buy
4058000060,2015-04-09,98010,416000.0,5,359999.5,Not Buy
7228500560,2015-03-20,98122,410000.0,3,572000.0,Buy
326069104,2014-07-01,98077,800000.0,3,652475.0,Not Buy
5152100060,2014-05-29,98003,472000.0,4,267475.0,Not Buy
3584000310,2014-12-08,98003,225000.0,4,267475.0,Buy
8150100045,2014-10-01,98126,210000.0,3,395750.0,Buy
1868901275,2015-01-27,98115,455000.0,2,567000.0,Not Buy
6131600075,2015-04-27,98002,225000.0,4,235000.0,Buy
9468200125,2014-08-26,98103,480000.0,4,550000.0,Buy
8029510030,2015-02-12,98023,363000.0,3,268450.0,Not Buy
2025069065,2014-09-29,98074,2400000.0,3,642000.0,Not Buy
7899800890,2015-02-26,98106,181000.0,3,315000.0,Buy
3021059276,2015-03-14,98002,250000.0,4,235000.0,Not Buy
3797001895,2015-04-22,98103,481000.0,4,550000.0,Buy
3832710960,2014-09-23,98032,260000.0,4,249000.0,Not Buy
1310430400,2014-05-13,98058,455000.0,3,335000.0,Not Buy
1422300030,2015-04-01,98045,415000.0,3,399500.0,Not Buy
1105000588,2015-04-21,98118,349500.0,3,367500.0,Buy
3830630060,2014-09-29,98030,245000.0,3,282255.0,Buy
5101404898,2014-05-19,98115,592500.0,5,567000.0,Not Buy
7972601890,2014-10-20,98106,385000.0,4,315000.0,Not Buy
5127001620,2015-02-11,98059,315000.0,4,435000.0,Buy
9407100800,2014-11-24,98045,255000.0,3,399500.0,Buy
1873100060,2014-08-29,98052,693000.0,3,615000.0,Not Buy
8722101360,2014-12-02,98112,780000.0,3,915000.0,Buy
8644000060,2014-10-24,98198,237000.0,4,265000.0,Buy
3325069129,2014-12-16,98074,525000.0,3,642000.0,Buy
1400300055,2015-04-28,98144,425000.0,3,450000.0,Buy
2123039032,2014-10-27,98070,369900.0,5,463750.0,Buy
8078560140,2014-05-19,98031,290000.0,4,288200.0,Not Buy
3438500192,2014-09-29,98106,285000.0,3,315000.0,Buy
7974200510,2014-08-14,98115,415000.0,3,567000.0,Buy
2557000400,2015-04-09,98023,272500.0,3,268450.0,Not Buy
7960900060,2015-05-04,98004,2900000.0,3,1150000.0,Not Buy
4054500390,2014-10-07,98077,1365000.0,4,652475.0,Not Buy
6378500125,2015-05-01,98133,436000.0,4,375000.0,Not Buy
1745100140,2014-10-17,98003,210000.0,4,267475.0,Buy
2976800796,2014-09-25,98178,236000.0,3,278277.0,Buy
4235400186,2014-11-24,98199,331000.0,3,689800.0,Buy
4215100060,2015-03-20,98031,365000.0,3,288200.0,Not Buy
9189700045,2015-01-27,98058,450000.0,5,335000.0,Not Buy
1126049053,2014-11-13,98028,770000.0,3,445000.0,Not Buy
2022069200,2015-05-05,98038,455000.0,3,342000.0,Not Buy
9412900055,2015-05-05,98118,405000.0,3,367500.0,Not Buy
1722059235,2014-07-03,98031,304900.0,4,288200.0,Not Buy
6874200960,2015-02-27,98178,170000.0,3,278277.0,Buy
7424700045,2015-05-13,98122,2050000.0,5,572000.0,Not Buy
7202360350,2014-06-30,98053,780000.0,3,635000.0,Not Buy
5634500392,2015-04-10,98028,330000.0,4,445000.0,Buy
1509500060,2014-09-05,98030,370000.0,3,282255.0,Not Buy
7214810350,2014-10-17,98072,467000.0,3,515000.0,Buy
6647200060,2015-02-09,98034,405000.0,3,445950.0,Buy
9552700140,2014-07-02,98006,675000.0,3,760184.5,Buy
2200500350,2014-08-12,98006,500000.0,4,760184.5,Buy
6113400046,2014-07-23,98166,389999.0,4,390000.0,Buy
6619910140,2015-02-24,98034,630000.0,4,445950.0,Not Buy
1115450240,2014-10-22,98001,360000.0,3,260000.0,Not Buy
6073240060,2014-10-02,98056,580000.0,3,380000.0,Not Buy
9297300045,2014-07-09,98126,550000.0,5,395750.0,Not Buy
9510920070,2014-07-10,98075,879000.0,3,739999.0,Not Buy
5468730030,2014-08-22,98042,265000.0,3,292000.0,Buy
8079030390,2015-03-04,98059,446500.0,3,435000.0,Not Buy
600000152,2014-06-02,98108,404000.0,3,342500.0,Not Buy
1840000030,2014-05-29,98188,267500.0,3,264000.0,Not Buy
3225069065,2014-06-24,98074,3075000.0,3,642000.0,Not Buy
3260800030,2014-08-11,98003,335000.0,3,267475.0,Not Buy
2747100024,2014-06-19,98117,576000.0,4,544000.0,Not Buy
5104530560,2015-04-01,98038,208633.0,3,342000.0,Buy
4330600350,2015-01-15,98166,315000.0,4,390000.0,Buy
5016001535,2015-02-17,98112,725000.0,4,915000.0,Buy
7280300196,2015-04-03,98177,550000.0,4,554000.0,Buy
8651520400,2014-06-12,98074,610750.0,3,642000.0,Buy
7171200445,2015-02-28,98105,550700.0,4,675000.0,Buy
3204800200,2015-01-08,98056,665000.0,5,380000.0,Not Buy
3416600800,2015-02-09,98144,834000.0,5,450000.0,Not Buy
7994700030,2014-10-23,98065,201000.0,3,500000.0,Buy
1860600135,2014-05-02,98119,2384000.0,5,744975.0,Not Buy
4139480200,2014-06-18,98006,1384000.0,3,760184.5,Not Buy
4139480200,2014-12-09,98006,1400000.0,3,760184.5,Not Buy
1328320800,2014-11-05,98058,305000.0,3,335000.0,Buy
7771300125,2015-04-08,98133,487000.0,5,375000.0,Not Buy
3422059208,2015-05-11,98042,390000.0,4,292000.0,Not Buy
9521101455,2014-07-23,98103,548000.0,4,550000.0,Buy
4337000335,2014-11-22,98166,268750.0,3,390000.0,Buy
325059286,2014-05-13,98052,819900.0,3,615000.0,Not Buy
2597650240,2014-10-23,98027,520000.0,3,570500.0,Buy
3353400435,2014-07-21,98001,230000.0,3,260000.0,Buy
7972000240,2015-02-02,98023,240000.0,3,268450.0,Buy
7520000520,2014-09-05,98146,232000.0,3,305000.0,Buy
7520000520,2015-03-11,98146,240500.0,3,305000.0,Buy
3530210260,2014-10-27,98077,274975.0,3,652475.0,Buy
1959700550,2014-09-05,98102,740000.0,4,720000.0,Not Buy
1665400045,2015-04-28,98166,186375.0,2,390000.0,Not Buy
9542850320,2014-07-25,98005,790000.0,4,765475.0,Not Buy
3179100060,2014-09-16,98105,880000.0,3,675000.0,Not Buy
2946001550,2015-04-16,98198,279000.0,4,265000.0,Not Buy
8078490390,2014-07-29,98022,295000.0,3,279500.0,Not Buy
9550201550,2015-04-08,98103,640000.0,3,550000.0,Not Buy
191100045,2014-07-03,98040,940000.0,5,993750.0,Buy
5009600070,2014-10-07,98038,260000.0,3,342000.0,Buy
200350070,2014-06-02,98072,559900.0,3,515000.0,Not Buy
2877103726,2014-07-22,98103,791500.0,5,550000.0,Not Buy
405100295,2014-08-26,98133,265000.0,3,375000.0,Buy
4268200055,2015-05-01,98178,245000.0,3,278277.0,Buy
3126069068,2015-04-24,98052,485000.0,4,615000.0,Buy
1115300070,2014-11-06,98059,684000.0,3,435000.0,Not Buy
6414100671,2014-09-09,98125,425000.0,3,425000.0,Not Buy
7004200060,2014-10-17,98070,309600.0,4,463750.0,Buy
7852110140,2014-07-18,98065,552250.0,3,500000.0,Not Buy
3969300030,2014-07-23,98178,165000.0,3,278277.0,Buy
3969300030,2014-12-29,98178,239900.0,3,278277.0,Buy
4048400070,2014-12-05,98059,320000.0,4,435000.0,Buy
808000070,2014-10-21,98030,206600.0,4,282255.0,Buy
7374200030,2015-04-16,98155,387000.0,3,375000.0,Not Buy
7325600160,2014-06-04,98014,299000.0,3,415000.0,Buy
2757000030,2014-09-22,98040,855000.0,3,993750.0,Buy
616000140,2015-01-26,98166,315000.0,4,390000.0,Buy
3363900111,2014-12-03,98103,437500.0,5,550000.0,Buy
9262800171,2015-03-24,98001,252000.0,4,260000.0,Buy
6607000126,2014-06-04,98118,375000.0,5,367500.0,Not Buy
5416510830,2014-08-06,98038,300000.0,3,342000.0,Buy
2201500030,2014-10-06,98006,420000.0,4,760184.5,Buy
325059171,2014-05-05,98033,900000.0,3,678350.0,Not Buy
952003285,2014-08-05,98116,679900.0,3,562750.0,Not Buy
3211290370,2014-06-05,98053,463000.0,3,635000.0,Buy
1072010350,2014-08-28,98059,380000.0,4,435000.0,Buy
8856950070,2014-12-10,98038,329500.0,3,342000.0,Buy
925059078,2014-08-19,98033,604950.0,3,678350.0,Buy
7855801090,2014-09-17,98006,795000.0,4,760184.5,Not Buy
723099065,2015-01-30,98045,465000.0,3,399500.0,Not Buy
6116500075,2015-03-26,98166,673000.0,3,390000.0,Not Buy
1118500030,2014-10-01,98074,810000.0,3,642000.0,Not Buy
424069250,2015-04-23,98075,785000.0,4,739999.0,Not Buy
3291800710,2014-11-20,98056,338000.0,3,380000.0,Buy
6838700060,2014-12-04,98056,280000.0,3,380000.0,Buy
2231500030,2014-10-01,98133,315000.0,5,375000.0,Buy
2231500030,2015-03-24,98133,530000.0,5,375000.0,Not Buy
7683900200,2014-12-23,98023,380000.0,3,268450.0,Not Buy
8155830060,2014-08-11,98056,297000.0,3,380000.0,Buy
98020310,2014-05-20,98075,730000.0,3,739999.0,Buy
9423400140,2014-06-09,98125,450000.0,3,425000.0,Not Buy
1545804860,2014-10-27,98038,275000.0,3,342000.0,Buy
2883200160,2015-04-29,98115,595000.0,3,567000.0,Not Buy
7132300695,2015-04-21,98144,435000.0,3,450000.0,Buy
1726059053,2014-09-16,98011,270000.0,1,470000.0,Not Buy
624111000,2014-08-05,98077,950000.0,3,652475.0,Not Buy
808300310,2015-03-13,98019,389000.0,3,401250.0,Buy
8563040160,2015-01-21,98052,560000.0,3,615000.0,Buy
713500030,2014-07-28,98006,1350000.0,3,760184.5,Not Buy
8651600160,2014-11-11,98040,799000.0,4,993750.0,Buy
9517200030,2014-06-25,98072,365500.0,4,515000.0,Buy
2460700700,2014-05-15,98058,252350.0,3,335000.0,Buy
1223039290,2014-09-05,98146,403950.0,3,305000.0,Not Buy
2890100060,2014-08-01,98177,385000.0,3,554000.0,Buy
7972600860,2014-12-10,98106,345000.0,3,315000.0,Not Buy
8857320070,2014-09-17,98008,490000.0,4,545000.0,Buy
4047200695,2014-06-18,98019,330000.0,3,401250.0,Buy
1653500070,2014-05-12,98004,927000.0,3,1150000.0,Buy
1923000030,2014-07-28,98040,1118000.0,4,993750.0,Not Buy
3649100320,2015-04-30,98028,330000.0,5,445000.0,Buy
7375300160,2015-03-09,98008,530000.0,4,545000.0,Buy
5175800060,2014-06-23,98006,365000.0,1,760184.5,Not Buy
1604601375,2014-06-19,98118,378750.0,3,367500.0,Not Buy
2473251090,2014-06-19,98058,269900.0,4,335000.0,Buy
9126100861,2015-03-06,98122,557000.0,3,572000.0,Buy
3420069065,2014-08-25,98022,360000.0,4,279500.0,Not Buy
6021501685,2015-04-22,98117,352000.0,4,544000.0,Buy
1151100070,2015-02-24,98045,437000.0,3,399500.0,Not Buy
8856950240,2014-06-18,98038,322500.0,3,342000.0,Buy
9385200055,2014-09-12,98116,650000.0,3,562750.0,Not Buy
7821200390,2014-08-06,98103,450000.0,3,550000.0,Buy
8078520310,2015-04-17,98092,278500.0,3,309780.0,Buy
1565950030,2015-04-27,98055,364950.0,3,294950.0,Not Buy
1560930070,2014-09-11,98038,840000.0,4,342000.0,Not Buy
6700400140,2015-03-18,98031,268000.0,3,288200.0,Buy
2422029094,2014-07-16,98070,517534.0,3,463750.0,Not Buy
1774220160,2014-11-04,98077,632925.0,4,652475.0,Buy
1525200060,2014-07-23,98034,577500.0,3,445950.0,Not Buy
1678400105,2015-02-12,98178,339000.0,3,278277.0,Not Buy
3426059070,2014-09-09,98052,570000.0,4,615000.0,Buy
824079032,2014-06-26,98024,563500.0,3,460000.0,Not Buy
2697100140,2015-01-05,98133,423000.0,5,375000.0,Not Buy
8724300030,2014-12-23,98019,355000.0,3,401250.0,Buy
8678500060,2014-07-10,98024,1550000.0,3,460000.0,Not Buy
625049299,2014-12-03,98103,482000.0,3,550000.0,Buy
6073200075,2014-07-30,98006,625000.0,5,760184.5,Buy
6388900710,2014-12-19,98056,538000.0,3,380000.0,Not Buy
1442860160,2015-01-07,98058,380000.0,4,335000.0,Not Buy
7942600310,2014-07-17,98122,375000.0,3,572000.0,Buy
1545808560,2015-04-03,98038,245000.0,5,342000.0,Buy
936000060,2014-11-14,98166,310000.0,4,390000.0,Buy
9808650060,2015-02-25,98004,1300000.0,4,1150000.0,Not Buy
3754700160,2014-05-06,98034,397000.0,3,445950.0,Buy
305500140,2015-05-12,98058,365000.0,3,335000.0,Not Buy
5468750060,2014-10-28,98042,328500.0,3,292000.0,Not Buy
2944010240,2014-09-08,98052,988000.0,3,615000.0,Not Buy
3454000060,2014-07-22,98103,1000000.0,5,550000.0,Not Buy
646910160,2014-09-03,98055,237000.0,3,294950.0,Buy
8564950390,2014-09-19,98011,525000.0,3,470000.0,Not Buy
2268400350,2014-09-16,98006,749000.0,3,760184.5,Buy
